@relation SatImage
@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute a4 real
@attribute a5 real
@attribute a6 real
@attribute a7 real
@attribute a8 real
@attribute a9 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute a35 real
@attribute a36 real
@attribute clase {1,2,3,4,5,7}
@data
0.138000,0.064000,0.747000,0.760000,0.077000,0.064000,0.716000,0.781000,0.063000,0.068000,0.768000,0.781000,0.108000,0.045000,0.758000,0.744000,0.094000,0.049000,0.758000,0.750000,0.108000,0.019000,0.758000,0.781000,0.108000,0.029000,0.767000,0.816000,0.108000,0.049000,0.674000,0.766000,0.046000,0.068000,0.726000,0.828000,2
0.138000,0.064000,0.805000,0.826000,0.138000,0.091000,0.716000,0.750000,0.125000,0.126000,0.716000,0.648000,0.108000,0.064000,0.811000,0.800000,0.141000,0.049000,0.811000,0.813000,0.108000,0.049000,0.758000,0.781000,0.108000,0.048000,0.767000,0.848000,0.108000,0.049000,0.726000,0.797000,0.108000,0.068000,0.726000,0.766000,2
0.154000,0.064000,0.678000,0.645000,0.108000,0.091000,0.705000,0.664000,0.141000,0.068000,0.653000,0.695000,0.200000,0.118000,0.632000,0.672000,0.141000,0.097000,0.579000,0.656000,0.154000,0.097000,0.632000,0.680000,0.077000,0.067000,0.667000,0.720000,0.077000,0.097000,0.579000,0.641000,0.123000,0.126000,0.632000,0.641000,2
0.154000,0.064000,0.736000,0.793000,0.108000,0.064000,0.758000,0.781000,0.094000,0.068000,0.758000,0.750000,0.108000,0.064000,0.726000,0.816000,0.094000,0.097000,0.842000,0.766000,0.108000,0.068000,0.779000,0.742000,0.123000,0.096000,0.711000,0.776000,0.123000,0.068000,0.726000,0.758000,0.123000,0.068000,0.674000,0.758000,2
0.154000,0.091000,0.885000,0.810000,0.108000,0.064000,0.842000,0.828000,0.031000,0.049000,0.842000,0.828000,0.077000,0.064000,0.832000,0.912000,0.063000,0.039000,0.832000,0.867000,0.077000,0.068000,0.779000,0.813000,0.123000,0.038000,0.833000,0.848000,0.077000,0.039000,0.789000,0.828000,0.123000,0.039000,0.853000,0.828000,2
0.169000,0.082000,0.747000,0.727000,0.169000,0.082000,0.716000,0.719000,0.156000,0.087000,0.758000,0.719000,0.138000,0.064000,0.716000,0.736000,0.125000,0.068000,0.716000,0.750000,0.077000,0.068000,0.716000,0.781000,0.108000,0.048000,0.744000,0.744000,0.108000,0.049000,0.758000,0.727000,0.108000,0.049000,0.758000,0.750000,2
0.169000,0.145000,0.609000,0.570000,0.123000,0.118000,0.684000,0.711000,0.063000,0.039000,0.853000,0.828000,0.169000,0.109000,0.758000,0.704000,0.156000,0.175000,0.663000,0.609000,0.169000,0.068000,0.758000,0.828000,0.138000,0.019000,0.756000,0.800000,0.138000,0.097000,0.716000,0.680000,0.185000,0.146000,0.621000,0.586000,2
0.169000,0.218000,0.690000,0.579000,0.492000,0.545000,0.568000,0.406000,0.750000,0.738000,0.611000,0.461000,0.138000,0.091000,0.768000,0.768000,0.297000,0.301000,0.568000,0.492000,0.615000,0.621000,0.526000,0.391000,0.108000,0.067000,0.800000,0.768000,0.154000,0.097000,0.705000,0.750000,0.154000,0.155000,0.705000,0.641000,2
0.185000,0.164000,0.586000,0.554000,0.138000,0.091000,0.768000,0.781000,0.063000,0.049000,0.821000,0.844000,0.154000,0.091000,0.653000,0.712000,0.188000,0.155000,0.568000,0.578000,0.154000,0.097000,0.705000,0.727000,0.154000,0.067000,0.711000,0.760000,0.154000,0.126000,0.579000,0.680000,0.200000,0.175000,0.579000,0.594000,2
0.185000,0.164000,0.368000,0.314000,0.185000,0.164000,0.253000,0.258000,0.234000,0.233000,0.253000,0.258000,0.062000,0.018000,0.705000,0.832000,0.141000,0.126000,0.484000,0.469000,0.200000,0.184000,0.316000,0.266000,0.046000,0.010000,0.767000,0.784000,0.108000,0.049000,0.579000,0.656000,0.154000,0.175000,0.337000,0.336000,2
0.215000,0.164000,0.632000,0.579000,0.169000,0.082000,0.716000,0.773000,0.047000,0.039000,0.937000,0.891000,0.138000,0.118000,0.716000,0.664000,0.172000,0.175000,0.568000,0.555000,0.138000,0.097000,0.768000,0.781000,0.108000,0.048000,0.800000,0.800000,0.154000,0.097000,0.653000,0.695000,0.200000,0.155000,0.568000,0.578000,2
0.215000,0.173000,0.471000,0.504000,0.123000,0.064000,0.642000,0.680000,0.063000,0.019000,0.684000,0.742000,0.108000,0.064000,0.716000,0.792000,0.047000,0.019000,0.758000,0.859000,0.062000,0.019000,0.758000,0.828000,0.185000,0.173000,0.600000,0.664000,0.077000,0.019000,0.821000,0.914000,0.031000,0.000000,0.884000,0.914000,2
0.215000,0.455000,0.563000,0.446000,0.215000,0.418000,0.547000,0.508000,0.156000,0.340000,0.547000,0.539000,0.062000,0.082000,0.568000,0.736000,0.047000,0.068000,0.716000,0.805000,0.062000,0.039000,0.716000,0.805000,0.077000,0.019000,0.811000,0.832000,0.077000,0.097000,0.716000,0.813000,0.077000,0.097000,0.716000,0.781000,2
0.262000,0.245000,0.345000,0.306000,0.323000,0.245000,0.347000,0.320000,0.250000,0.291000,0.347000,0.383000,0.492000,0.436000,0.368000,0.336000,0.359000,0.262000,0.526000,0.492000,0.138000,0.097000,0.526000,0.586000,0.415000,0.500000,0.333000,0.272000,0.477000,0.505000,0.442000,0.320000,0.538000,0.583000,0.484000,0.383000,2
0.277000,0.255000,0.333000,0.289000,0.215000,0.173000,0.421000,0.422000,0.063000,0.097000,0.463000,0.539000,0.215000,0.164000,0.484000,0.536000,0.094000,0.087000,0.526000,0.609000,0.062000,0.039000,0.611000,0.688000,0.185000,0.048000,0.556000,0.632000,0.138000,0.068000,0.568000,0.617000,0.138000,0.097000,0.568000,0.648000,2
0.323000,0.309000,0.586000,0.579000,0.108000,0.064000,0.568000,0.633000,0.094000,0.068000,0.526000,0.609000,0.554000,0.473000,0.526000,0.432000,0.234000,0.204000,0.568000,0.617000,0.077000,0.049000,0.568000,0.648000,0.477000,0.538000,0.467000,0.360000,0.538000,0.544000,0.526000,0.438000,0.308000,0.214000,0.568000,0.609000,2
0.369000,0.282000,0.644000,0.521000,0.615000,0.618000,0.526000,0.391000,0.750000,0.777000,0.621000,0.453000,0.154000,0.064000,0.705000,0.768000,0.188000,0.214000,0.653000,0.609000,0.538000,0.505000,0.526000,0.406000,0.108000,0.096000,0.667000,0.672000,0.200000,0.175000,0.632000,0.625000,0.431000,0.417000,0.537000,0.422000,2
0.369000,0.364000,0.586000,0.430000,0.662000,0.627000,0.568000,0.383000,0.719000,0.709000,0.611000,0.438000,0.200000,0.191000,0.632000,0.608000,0.484000,0.485000,0.495000,0.359000,0.677000,0.699000,0.579000,0.422000,0.077000,0.067000,0.767000,0.832000,0.215000,0.282000,0.579000,0.531000,0.538000,0.631000,0.537000,0.367000,2
0.431000,0.400000,0.414000,0.388000,0.169000,0.145000,0.495000,0.617000,0.063000,0.126000,0.579000,0.641000,0.631000,0.564000,0.505000,0.344000,0.375000,0.340000,0.463000,0.422000,0.323000,0.311000,0.505000,0.484000,0.815000,0.769000,0.700000,0.448000,0.692000,0.660000,0.568000,0.352000,0.492000,0.544000,0.526000,0.383000,2
0.477000,0.473000,0.402000,0.273000,0.415000,0.400000,0.400000,0.320000,0.297000,0.320000,0.484000,0.406000,0.308000,0.300000,0.632000,0.552000,0.141000,0.175000,0.726000,0.680000,0.108000,0.097000,0.726000,0.766000,0.046000,0.096000,0.767000,0.800000,0.077000,0.068000,0.779000,0.836000,0.077000,0.068000,0.779000,0.836000,2
0.492000,0.418000,0.552000,0.471000,0.369000,0.273000,0.579000,0.563000,0.188000,0.146000,0.726000,0.742000,0.123000,0.091000,0.726000,0.776000,0.063000,0.039000,0.779000,0.813000,0.077000,0.039000,0.832000,0.867000,0.077000,0.019000,0.833000,0.848000,0.123000,0.068000,0.789000,0.828000,0.169000,0.039000,0.853000,0.828000,2
0.538000,0.473000,0.506000,0.504000,0.215000,0.145000,0.579000,0.672000,0.156000,0.068000,0.579000,0.672000,0.569000,0.527000,0.505000,0.400000,0.438000,0.379000,0.589000,0.539000,0.169000,0.097000,0.547000,0.656000,0.492000,0.538000,0.511000,0.360000,0.492000,0.583000,0.484000,0.406000,0.323000,0.330000,0.568000,0.578000,2
0.554000,0.555000,0.460000,0.322000,0.431000,0.491000,0.379000,0.273000,0.359000,0.485000,0.379000,0.336000,0.431000,0.436000,0.453000,0.408000,0.266000,0.350000,0.495000,0.477000,0.215000,0.214000,0.632000,0.617000,0.169000,0.125000,0.833000,0.792000,0.123000,0.068000,0.789000,0.828000,0.123000,0.068000,0.853000,0.828000,2
0.692000,0.582000,0.494000,0.339000,0.446000,0.373000,0.526000,0.438000,0.156000,0.117000,0.716000,0.805000,0.692000,0.655000,0.484000,0.400000,0.547000,0.583000,0.453000,0.359000,0.369000,0.301000,0.568000,0.555000,0.662000,0.702000,0.556000,0.392000,0.662000,0.670000,0.568000,0.406000,0.662000,0.709000,0.526000,0.438000,2
0.015000,0.036000,0.586000,0.760000,0.015000,0.018000,0.663000,0.805000,0.000000,0.019000,0.663000,0.773000,0.031000,0.045000,0.568000,0.736000,0.063000,0.049000,0.621000,0.750000,0.031000,0.019000,0.663000,0.781000,0.108000,0.067000,0.600000,0.624000,0.108000,0.049000,0.568000,0.664000,0.108000,0.000000,0.611000,0.781000,2
0.031000,0.018000,0.690000,0.793000,0.077000,0.018000,0.663000,0.781000,0.125000,0.097000,0.621000,0.648000,0.108000,0.000000,0.611000,0.800000,0.047000,0.019000,0.611000,0.781000,0.108000,0.049000,0.611000,0.727000,0.200000,0.125000,0.522000,0.608000,0.200000,0.204000,0.421000,0.539000,0.308000,0.350000,0.421000,0.359000,2
0.046000,0.009000,0.759000,0.777000,0.108000,0.045000,0.579000,0.656000,0.141000,0.175000,0.337000,0.336000,0.123000,0.091000,0.537000,0.576000,0.156000,0.097000,0.537000,0.586000,0.123000,0.126000,0.453000,0.508000,0.031000,0.067000,0.722000,0.672000,0.077000,0.019000,0.684000,0.711000,0.123000,0.039000,0.589000,0.594000,2
0.046000,0.045000,0.701000,0.843000,0.046000,0.027000,0.632000,0.859000,0.031000,0.029000,0.674000,0.828000,0.077000,0.036000,0.674000,0.832000,0.063000,0.039000,0.674000,0.813000,0.077000,0.039000,0.632000,0.813000,0.077000,0.067000,0.722000,0.792000,0.077000,0.039000,0.684000,0.797000,0.077000,0.039000,0.684000,0.797000,2
0.046000,0.045000,0.816000,0.843000,0.108000,0.045000,0.726000,0.828000,0.094000,0.049000,0.726000,0.797000,0.077000,0.064000,0.779000,0.856000,0.063000,0.068000,0.779000,0.836000,0.077000,0.068000,0.726000,0.813000,0.077000,0.038000,0.833000,0.880000,0.123000,0.068000,0.789000,0.828000,0.077000,0.039000,0.789000,0.773000,2
0.062000,0.000000,0.793000,0.826000,0.062000,0.000000,0.705000,0.781000,0.047000,0.019000,0.705000,0.813000,0.046000,0.027000,0.779000,0.848000,0.031000,0.029000,0.726000,0.766000,0.046000,0.010000,0.726000,0.766000,0.077000,0.019000,0.767000,0.832000,0.077000,0.068000,0.632000,0.672000,0.123000,0.097000,0.537000,0.563000,2
0.062000,0.018000,0.690000,0.669000,0.062000,0.018000,0.611000,0.664000,0.094000,0.068000,0.568000,0.578000,0.077000,0.045000,0.621000,0.600000,0.016000,0.049000,0.621000,0.648000,0.077000,0.049000,0.621000,0.648000,0.062000,0.048000,0.556000,0.624000,0.062000,0.049000,0.526000,0.578000,0.015000,0.049000,0.526000,0.609000,2
0.062000,0.036000,0.862000,0.818000,0.108000,0.064000,0.716000,0.805000,0.156000,0.233000,0.663000,0.578000,0.138000,0.064000,0.768000,0.832000,0.125000,0.049000,0.821000,0.781000,0.138000,0.097000,0.768000,0.750000,0.154000,0.067000,0.744000,0.800000,0.108000,0.068000,0.758000,0.781000,0.108000,0.068000,0.758000,0.750000,2
0.062000,0.045000,0.851000,0.826000,0.062000,0.064000,0.811000,0.813000,0.047000,0.049000,0.758000,0.813000,0.046000,0.045000,0.779000,0.880000,0.031000,0.049000,0.895000,0.859000,0.046000,0.049000,0.842000,0.828000,0.077000,0.067000,0.822000,0.856000,0.077000,0.068000,0.832000,0.867000,0.077000,0.039000,0.779000,0.867000,2
0.077000,0.018000,0.644000,0.727000,0.077000,0.018000,0.568000,0.719000,0.063000,0.049000,0.568000,0.680000,0.108000,0.064000,0.568000,0.712000,0.094000,0.068000,0.568000,0.664000,0.015000,0.019000,0.653000,0.727000,0.046000,0.029000,0.567000,0.728000,0.108000,0.049000,0.579000,0.680000,0.108000,0.049000,0.579000,0.711000,2
0.077000,0.018000,0.862000,0.934000,0.031000,0.000000,0.884000,0.914000,0.016000,0.000000,0.884000,0.844000,0.200000,0.145000,0.568000,0.568000,0.094000,0.019000,0.705000,0.813000,0.062000,0.000000,0.874000,0.953000,0.308000,0.202000,0.444000,0.488000,0.200000,0.097000,0.632000,0.680000,0.108000,0.029000,0.779000,0.883000,2
0.077000,0.036000,0.609000,0.686000,0.077000,0.091000,0.505000,0.508000,0.203000,0.243000,0.295000,0.219000,0.062000,0.018000,0.758000,0.792000,0.000000,0.039000,0.758000,0.805000,0.108000,0.146000,0.484000,0.383000,0.031000,0.000000,0.811000,0.800000,0.031000,0.000000,0.768000,0.813000,0.077000,0.049000,0.663000,0.680000,2
0.077000,0.036000,0.713000,0.810000,0.077000,0.036000,0.684000,0.797000,0.109000,0.039000,0.642000,0.742000,0.108000,0.109000,0.611000,0.680000,0.156000,0.204000,0.568000,0.609000,0.169000,0.291000,0.484000,0.523000,0.246000,0.356000,0.600000,0.504000,0.308000,0.359000,0.526000,0.492000,0.246000,0.330000,0.526000,0.453000,2
0.077000,0.036000,0.816000,0.884000,0.077000,0.064000,0.726000,0.836000,0.063000,0.068000,0.832000,0.836000,0.123000,0.036000,0.789000,0.880000,0.109000,0.039000,0.789000,0.828000,0.077000,0.039000,0.789000,0.828000,0.108000,0.038000,0.989000,0.912000,0.169000,0.039000,0.874000,0.828000,0.169000,0.039000,0.821000,0.805000,2
0.077000,0.036000,0.828000,0.876000,0.077000,0.036000,0.789000,0.859000,0.109000,0.068000,0.789000,0.828000,0.062000,0.036000,0.821000,0.848000,0.047000,0.019000,0.821000,0.805000,0.108000,0.039000,0.716000,0.750000,0.077000,0.067000,0.811000,0.800000,0.077000,0.049000,0.716000,0.750000,0.077000,0.068000,0.716000,0.719000,2
0.077000,0.036000,0.954000,0.901000,0.077000,0.036000,0.905000,0.859000,0.063000,0.039000,0.853000,0.828000,0.108000,0.018000,0.874000,0.880000,0.094000,0.039000,0.874000,0.828000,0.108000,0.039000,0.758000,0.805000,0.077000,0.048000,0.867000,0.864000,0.077000,0.049000,0.768000,0.781000,0.077000,0.068000,0.821000,0.781000,2
0.077000,0.045000,0.862000,0.860000,0.077000,0.045000,0.768000,0.781000,0.063000,0.068000,0.821000,0.781000,0.154000,0.091000,0.705000,0.744000,0.047000,0.019000,0.926000,0.867000,0.108000,0.019000,0.811000,0.813000,0.200000,0.173000,0.611000,0.608000,0.108000,0.049000,0.779000,0.828000,0.046000,0.049000,0.842000,0.859000,2
0.077000,0.064000,0.713000,0.719000,0.123000,0.118000,0.684000,0.680000,0.156000,0.155000,0.589000,0.570000,0.169000,0.082000,0.758000,0.736000,0.094000,0.087000,0.758000,0.750000,0.169000,0.117000,0.758000,0.688000,0.077000,0.067000,0.756000,0.800000,0.077000,0.068000,0.768000,0.781000,0.138000,0.019000,0.716000,0.781000,2
0.077000,0.064000,0.816000,0.851000,0.046000,0.036000,0.779000,0.813000,0.063000,0.068000,0.726000,0.813000,0.077000,0.036000,0.737000,0.880000,0.063000,0.068000,0.853000,0.828000,0.077000,0.039000,0.789000,0.828000,0.062000,0.038000,0.922000,0.880000,0.062000,0.039000,0.821000,0.828000,0.062000,0.039000,0.821000,0.828000,2
0.077000,0.064000,0.816000,0.884000,0.077000,0.064000,0.832000,0.867000,0.063000,0.068000,0.779000,0.836000,0.123000,0.064000,0.853000,0.880000,0.063000,0.039000,0.905000,0.859000,0.077000,0.039000,0.789000,0.859000,0.108000,0.038000,0.922000,0.912000,0.108000,0.039000,0.874000,0.859000,0.062000,0.039000,0.821000,0.828000,2
0.077000,0.064000,0.874000,0.909000,0.046000,0.018000,0.895000,0.945000,0.063000,0.019000,0.779000,0.891000,0.169000,0.173000,0.642000,0.696000,0.063000,0.039000,0.853000,0.883000,0.077000,0.019000,0.905000,0.914000,0.215000,0.173000,0.644000,0.592000,0.169000,0.087000,0.716000,0.773000,0.062000,0.039000,0.937000,0.891000,2
0.077000,0.091000,0.770000,0.752000,0.077000,0.091000,0.684000,0.711000,0.156000,0.126000,0.642000,0.625000,0.108000,0.064000,0.758000,0.768000,0.156000,0.068000,0.716000,0.750000,0.169000,0.087000,0.716000,0.773000,0.138000,0.067000,0.811000,0.768000,0.138000,0.097000,0.716000,0.750000,0.138000,0.068000,0.768000,0.750000,2
0.077000,0.091000,0.931000,0.860000,0.077000,0.045000,0.937000,0.875000,0.063000,0.068000,0.937000,0.914000,0.369000,0.264000,0.611000,0.592000,0.094000,0.068000,0.811000,0.898000,0.062000,0.049000,0.874000,0.898000,0.492000,0.481000,0.478000,0.400000,0.262000,0.146000,0.674000,0.711000,0.046000,0.049000,0.842000,0.914000,2
0.108000,0.018000,0.920000,0.884000,0.108000,0.045000,0.811000,0.813000,0.094000,0.049000,0.758000,0.750000,0.108000,0.027000,0.779000,0.848000,0.094000,0.049000,0.779000,0.797000,0.108000,0.068000,0.842000,0.797000,0.077000,0.067000,0.822000,0.912000,0.077000,0.068000,0.726000,0.836000,0.046000,0.068000,0.726000,0.781000,2
0.108000,0.036000,0.793000,0.818000,0.108000,0.064000,0.758000,0.773000,0.094000,0.068000,0.758000,0.750000,0.077000,0.064000,0.821000,0.800000,0.063000,0.049000,0.821000,0.750000,0.138000,0.019000,0.768000,0.750000,0.108000,0.019000,0.856000,0.832000,0.108000,0.019000,0.758000,0.750000,0.108000,0.049000,0.653000,0.695000,2
0.108000,0.045000,0.586000,0.645000,0.062000,0.045000,0.568000,0.664000,0.094000,0.068000,0.568000,0.695000,0.108000,0.045000,0.537000,0.696000,0.094000,0.049000,0.537000,0.680000,0.046000,0.029000,0.537000,0.711000,0.215000,0.154000,0.611000,0.688000,0.169000,0.068000,0.579000,0.672000,0.123000,0.068000,0.537000,0.641000,2
0.108000,0.045000,0.759000,0.810000,0.108000,0.064000,0.726000,0.797000,0.031000,0.068000,0.726000,0.797000,0.046000,0.036000,0.779000,0.832000,0.063000,0.068000,0.726000,0.813000,0.077000,0.097000,0.726000,0.836000,0.077000,0.067000,0.900000,0.848000,0.077000,0.039000,0.789000,0.828000,0.123000,0.039000,0.853000,0.859000,2
0.108000,0.045000,0.816000,0.843000,0.046000,0.045000,0.842000,0.859000,0.031000,0.049000,0.726000,0.766000,0.169000,0.145000,0.632000,0.656000,0.063000,0.039000,0.779000,0.836000,0.077000,0.039000,0.779000,0.813000,0.169000,0.154000,0.622000,0.584000,0.123000,0.126000,0.684000,0.711000,0.077000,0.039000,0.853000,0.828000,2
0.108000,0.064000,0.540000,0.612000,0.062000,0.082000,0.568000,0.664000,0.094000,0.068000,0.611000,0.719000,0.077000,0.045000,0.568000,0.664000,0.063000,0.068000,0.621000,0.648000,0.031000,0.097000,0.568000,0.680000,0.308000,0.212000,0.600000,0.624000,0.108000,0.049000,0.611000,0.664000,0.108000,0.049000,0.526000,0.609000,2
0.108000,0.064000,0.678000,0.826000,0.108000,0.045000,0.653000,0.813000,0.094000,0.049000,0.653000,0.813000,0.108000,0.027000,0.726000,0.880000,0.031000,0.049000,0.674000,0.828000,0.046000,0.029000,0.632000,0.859000,0.077000,0.038000,0.711000,0.888000,0.077000,0.039000,0.674000,0.813000,0.077000,0.039000,0.674000,0.813000,2
0.108000,0.064000,0.793000,0.760000,0.108000,0.045000,0.705000,0.781000,0.141000,0.068000,0.705000,0.781000,0.154000,0.064000,0.779000,0.816000,0.094000,0.068000,0.726000,0.742000,0.108000,0.068000,0.726000,0.797000,0.077000,0.067000,0.711000,0.800000,0.077000,0.068000,0.674000,0.758000,0.123000,0.097000,0.674000,0.758000,2
0.108000,0.064000,0.920000,0.818000,0.062000,0.036000,0.821000,0.828000,0.047000,0.039000,0.821000,0.805000,0.077000,0.064000,0.716000,0.800000,0.063000,0.097000,0.768000,0.781000,0.138000,0.068000,0.768000,0.813000,0.108000,0.067000,0.800000,0.768000,0.108000,0.049000,0.705000,0.781000,0.154000,0.068000,0.705000,0.781000,2
0.108000,0.082000,0.793000,0.760000,0.169000,0.109000,0.758000,0.688000,0.156000,0.175000,0.663000,0.609000,0.077000,0.064000,0.768000,0.800000,0.125000,0.019000,0.716000,0.781000,0.138000,0.097000,0.716000,0.680000,0.108000,0.019000,0.800000,0.800000,0.062000,0.049000,0.758000,0.813000,0.062000,0.049000,0.758000,0.781000,2
0.108000,0.118000,0.759000,0.876000,0.046000,0.027000,0.895000,1.000000,0.031000,0.029000,0.947000,0.945000,0.169000,0.145000,0.632000,0.688000,0.063000,0.068000,0.832000,0.891000,0.046000,0.019000,0.895000,0.945000,0.169000,0.125000,0.722000,0.672000,0.169000,0.184000,0.642000,0.680000,0.077000,0.039000,0.853000,0.883000,2
0.108000,0.191000,0.494000,0.579000,0.062000,0.082000,0.568000,0.719000,0.047000,0.068000,0.716000,0.805000,0.185000,0.164000,0.663000,0.768000,0.063000,0.019000,0.768000,0.813000,0.077000,0.097000,0.716000,0.813000,0.308000,0.500000,0.744000,0.624000,0.108000,0.155000,0.653000,0.727000,0.154000,0.214000,0.653000,0.695000,2
0.123000,0.064000,0.701000,0.769000,0.123000,0.091000,0.674000,0.727000,0.109000,0.097000,0.674000,0.703000,0.123000,0.036000,0.737000,0.760000,0.109000,0.068000,0.684000,0.711000,0.123000,0.097000,0.642000,0.656000,0.108000,0.038000,0.800000,0.768000,0.169000,0.068000,0.663000,0.664000,0.169000,0.117000,0.568000,0.578000,2
0.123000,0.064000,0.897000,0.876000,0.077000,0.036000,0.905000,0.859000,0.063000,0.039000,0.789000,0.859000,0.108000,0.036000,0.874000,0.912000,0.094000,0.039000,0.874000,0.859000,0.062000,0.039000,0.821000,0.828000,0.077000,0.048000,0.867000,0.832000,0.138000,0.049000,0.768000,0.781000,0.077000,0.068000,0.768000,0.781000,2
0.123000,0.091000,0.701000,0.711000,0.077000,0.064000,0.632000,0.703000,0.063000,0.097000,0.579000,0.641000,0.123000,0.091000,0.642000,0.672000,0.109000,0.097000,0.642000,0.594000,0.169000,0.126000,0.589000,0.594000,0.169000,0.115000,0.600000,0.592000,0.262000,0.233000,0.526000,0.492000,0.385000,0.330000,0.484000,0.406000,2
0.138000,0.018000,0.747000,0.793000,0.138000,0.091000,0.716000,0.680000,0.172000,0.146000,0.621000,0.586000,0.062000,0.045000,0.758000,0.832000,0.047000,0.049000,0.758000,0.781000,0.154000,0.068000,0.758000,0.781000,0.200000,0.096000,0.711000,0.760000,0.200000,0.204000,0.579000,0.594000,0.308000,0.320000,0.495000,0.422000,2
0.138000,0.045000,0.931000,0.826000,0.138000,0.064000,0.768000,0.813000,0.125000,0.097000,0.716000,0.750000,0.154000,0.045000,0.811000,0.832000,0.094000,0.068000,0.811000,0.781000,0.154000,0.049000,0.811000,0.813000,0.046000,0.048000,0.822000,0.848000,0.108000,0.049000,0.726000,0.828000,0.108000,0.049000,0.726000,0.797000,2
0.138000,0.064000,0.862000,0.793000,0.138000,0.091000,0.768000,0.750000,0.063000,0.068000,0.716000,0.781000,0.108000,0.045000,0.811000,0.832000,0.094000,0.049000,0.758000,0.750000,0.108000,0.068000,0.758000,0.750000,0.108000,0.048000,0.822000,0.816000,0.108000,0.068000,0.842000,0.797000,0.154000,0.068000,0.779000,0.797000,2
0.154000,0.045000,0.851000,0.826000,0.108000,0.064000,0.811000,0.781000,0.141000,0.049000,0.811000,0.813000,0.046000,0.045000,0.779000,0.848000,0.094000,0.049000,0.726000,0.828000,0.108000,0.049000,0.726000,0.797000,0.077000,0.067000,0.822000,0.856000,0.077000,0.068000,0.779000,0.836000,0.077000,0.068000,0.726000,0.813000,2
0.154000,0.091000,0.678000,0.702000,0.200000,0.145000,0.568000,0.578000,0.141000,0.097000,0.705000,0.727000,0.154000,0.064000,0.674000,0.760000,0.141000,0.126000,0.579000,0.680000,0.200000,0.175000,0.579000,0.594000,0.077000,0.067000,0.711000,0.800000,0.077000,0.097000,0.726000,0.781000,0.077000,0.155000,0.579000,0.641000,2
0.154000,0.118000,0.678000,0.669000,0.108000,0.064000,0.758000,0.750000,0.141000,0.126000,0.705000,0.664000,0.108000,0.064000,0.726000,0.816000,0.031000,0.068000,0.726000,0.797000,0.108000,0.068000,0.726000,0.797000,0.077000,0.067000,0.767000,0.832000,0.077000,0.097000,0.726000,0.836000,0.077000,0.068000,0.779000,0.836000,2
0.169000,0.064000,0.690000,0.669000,0.169000,0.109000,0.568000,0.578000,0.250000,0.233000,0.526000,0.492000,0.308000,0.218000,0.526000,0.432000,0.359000,0.359000,0.368000,0.297000,0.431000,0.466000,0.326000,0.258000,0.415000,0.346000,0.422000,0.328000,0.415000,0.427000,0.316000,0.234000,0.477000,0.427000,0.316000,0.234000,2
0.169000,0.118000,0.713000,0.661000,0.169000,0.173000,0.642000,0.680000,0.063000,0.039000,0.853000,0.883000,0.108000,0.109000,0.758000,0.736000,0.203000,0.175000,0.611000,0.578000,0.169000,0.087000,0.716000,0.773000,0.138000,0.096000,0.756000,0.768000,0.138000,0.126000,0.716000,0.648000,0.185000,0.175000,0.568000,0.555000,2
0.169000,0.173000,0.667000,0.686000,0.077000,0.036000,0.853000,0.883000,0.063000,0.019000,0.905000,0.914000,0.215000,0.164000,0.611000,0.592000,0.156000,0.087000,0.716000,0.773000,0.062000,0.039000,0.937000,0.891000,0.138000,0.125000,0.756000,0.664000,0.185000,0.175000,0.568000,0.555000,0.138000,0.097000,0.768000,0.781000,2
0.185000,0.091000,0.747000,0.653000,0.138000,0.118000,0.663000,0.648000,0.125000,0.097000,0.663000,0.680000,0.108000,0.064000,0.653000,0.656000,0.141000,0.068000,0.653000,0.641000,0.108000,0.097000,0.705000,0.664000,0.154000,0.096000,0.711000,0.696000,0.200000,0.126000,0.632000,0.656000,0.154000,0.097000,0.579000,0.656000,2
0.200000,0.118000,0.506000,0.562000,0.200000,0.118000,0.495000,0.594000,0.188000,0.204000,0.421000,0.539000,0.323000,0.264000,0.368000,0.432000,0.359000,0.427000,0.368000,0.344000,0.477000,0.553000,0.411000,0.344000,0.508000,0.644000,0.400000,0.344000,0.569000,0.650000,0.505000,0.367000,0.569000,0.689000,0.505000,0.367000,2
0.200000,0.245000,0.506000,0.595000,0.154000,0.164000,0.632000,0.742000,0.094000,0.049000,0.726000,0.828000,0.123000,0.118000,0.579000,0.744000,0.063000,0.039000,0.674000,0.836000,0.077000,0.039000,0.632000,0.867000,0.215000,0.308000,0.622000,0.672000,0.169000,0.039000,0.684000,0.773000,0.123000,0.039000,0.642000,0.797000,2
